Velo,SpinRate,HorzBreak,InducedVertBreak
90.15,2086,11.74,15.61
94.79,2370,5.04,16.64
87.02,2213,10.82,15.92
98.24,2476,6.34,16.59
97.8,2044,17.4,3.44
91.72,2305,6.21,15.56
93.23,2464,15.27,14.38
96.09,2507,9.73,13.97
99.14,2233,8.57,16.47
95.04,2532,9.21,19.37
92.39,2090,13.83,13.94
92.71,2235,11.99,9.76
94.49,2452,14.06,16.64
91.36,2124,15.86,10.01
96.28,2416,10.75,16.26
93.83,2405,4.65,16.24
94.01,2492,10.49,14.68
91.17,2286,10.26,13
93.17,2270,3.75,15.97
95,2279,5.79,15.79
93.73,2288,8.97,17.11
92.22,2342,9.55,17.54
92.22,2143,14.27,10.07
93.94,2297,3.28,17.26
95.49,2482,9.99,10.87
92.77,2345,12.58,13.84
93.81,2155,14.01,10.91
90.84,1950,13.34,7.43
95.13,2015,-0.46,16.11
89.97,2123,13.08,7.8
92.19,2277,10.2,16.5
93.18,2287,12.79,12.68
97.12,2114,16.59,11.07
97.23,2324,6.1,14.13
92.74,2120,14.01,5.53
92.36,2147,0.82,14.67
95.65,2588,8.28,19.27
92.22,2249,0.86,-0.09
90.33,2090,4.54,19.6
92.95,2053,0.87,15.76
90.53,2523,3.6,19.82
91.68,2336,21.06,4.17
92.03,2314,10.71,17.47
92.73,2189,10.36,19.52
89.98,2508,7.05,17.54
96.53,2534,1.09,18.32
94.27,2513,2.64,18.7
94.46,2372,10.46,18.85
92.68,2226,-0.48,19.62
96.58,2300,12.13,10.47
93.99,2187,11.7,17.57
96.51,2218,15.21,11
91.41,1816,4.54,16.01
92.1,2140,-0.34,20.97
94.39,1998,8.87,18.58
93.1,2424,2.92,19.08
93.54,2331,5.94,17.26
93.19,2618,-0.55,9.34
99.53,2045,14.54,9.16
91.12,2070,2.92,16.05
93.14,2211,13.76,15.02
95.84,2394,9.59,16.61
89.87,2470,14.01,13.61
95.9,2377,7.54,17.84
93.89,2207,13.01,10.37
96.98,1930,4.53,14.4
94.21,2211,4.59,16.55
97.88,2170,19.95,10.12
95.55,2021,4.91,15.57
86.73,1888,-1.15,11.61
96.62,2480,14.02,12.84
95.42,2011,12.13,13.6
98.01,2405,4.58,17.2
93.48,2208,11.31,18.88
96.02,2165,8.59,14.63
95.9,2212,16.41,6.52
87.92,1969,12.36,10.2
89.07,2414,11.64,18.09
92.53,1938,13.45,12.03
89.59,2048,14.61,9.03
94.87,2245,16.07,9.58
93.6,2245,18.19,11.09
91.78,2301,4.74,19.62
95.91,2379,7.74,18.64
91.31,2309,5.71,14.88
96.05,2444,17.76,10.24
96.71,2104,11,12.06
93.54,2297,14.42,15.23
93.47,2248,2.19,16.5
97.6,2331,12.68,13.5
91.73,2279,2.07,16.54
94.68,2152,7.14,12.51
95.91,2182,19.34,11.1
92.93,2219,10.7,15.44
95.54,2072,7.33,16.71
95.6,2019,15.95,11.04
95.18,2099,10.39,13.24
95.43,2226,15.15,10.59
97.14,2464,9.48,17.79
96.9,2295,11.54,17.44
94.06,2229,8.11,17.52
91.88,2229,5.34,18.99
93.12,2204,9.86,16.77
93.95,2262,7.51,17.89
97.51,2400,3.65,17.75
97.72,2286,10.46,12.53
92.39,2083,8.12,15.72
98.37,2269,11.57,15.26
95.3,2235,13.49,2.47
94.89,2542,11.03,19.45
96.48,2282,13.06,16.5
96.05,2122,9.64,14.93
93.75,2213,8.91,20.1
93.68,2022,17.81,10.65
94.26,2211,9.88,17.15
94.84,2181,12.41,13.58
92.59,2209,3.82,19.4
98.31,2424,15.19,11.63
94.76,2233,16.05,6.37
96.49,2297,6.8,18.56
96.91,2304,5.66,16.39
96.34,2219,11.71,16.1
88.08,2045,8.55,16.92
93.11,2606,1.87,15.81
90.84,2195,2.28,17.72
95.09,2243,9.1,16.22
92.47,1953,11.48,14.56
93.23,2197,6.05,12.62
95.26,2460,10.43,16.77
91.13,2373,4.61,17.95
90.33,2499,1.66,20.2
94.21,2344,2.97,20.25
91,1996,5.15,13.88
94.12,2159,5.52,16.97
92.99,2231,4.41,16.74
95.73,2215,13.87,16.21
98.51,2118,15.94,3.91
91.77,2108,9.11,14.23
94.94,2317,14.96,12.57
96.32,2151,5.9,17.29
93.44,2263,8.04,14.03
95.18,1980,11.62,17.44
92.83,2194,0.81,16.61
93.94,2496,3.09,18.62
93.67,1850,12.31,9.42
88.72,2260,6.32,16.84
91.38,2491,0.24,13.09
95.01,2298,11.09,15.96
94.79,2415,10.54,15.19
96.71,2209,12.77,16.45
92.51,2328,1.51,14.13
87.81,2184,8.55,21.05
94.64,2498,7.64,16.07
95.96,2447,6.73,18.47
91.55,2199,9.7,15.75
95.58,2219,11.89,16.03
97.01,2257,8.3,19.71
95.12,2681,5.56,22.8
93.21,2329,9.74,18.45
93.19,2376,7.7,18.1
93.6,2155,6.19,16.11
96.34,1920,9.73,17.65
89.86,2515,8.65,16.19
91.24,2197,17.98,4.74
92.41,1893,10.26,12.04
93.35,1991,17.77,7.41
95.47,2397,7.85,15.56
95.03,2513,7.21,17.56
95.05,2148,10.25,13.98
92.94,2441,16.1,11.28
90.09,2349,13.08,15.85
93.64,1974,5.67,11.32
91.52,2115,14.68,1.99
92.69,1965,9.52,16.15
94.93,2003,14.43,13.48
95.61,2504,2.97,19.24
95.28,2305,3.04,13.38
90.39,2398,6.28,20.45
93.92,1988,4.49,15.2
94.98,2170,15.3,10.44
94.05,2434,10.13,18.84
89.97,2015,15.99,8.42
92.72,2064,0.53,17.94
93.88,2642,-1.29,12.35
93.59,2194,12.04,15.99
95.99,2441,7.18,19.09
91.79,2165,3.24,22.69
88.4,2341,6.86,17.56
92.51,2009,14.76,13.83
95.86,2047,0.23,16.45
93.53,1837,11.09,3.42
92.28,2085,8.65,16.69
92.77,2190,4.82,17.29
92.59,2125,14.45,4.77
95.48,2177,12.06,14.73
95.61,2302,3.93,17.37
91.39,2038,11.1,8.19
90.02,2006,14.28,0.76
98.59,2387,7.15,14.25
96.89,2418,7.32,21.52
98.21,2482,9.22,17.32
96.59,2367,7.51,16.52
92.28,2160,6.8,18.87
93.24,2084,16.17,10.99
93.67,2609,0.76,13.98
92.38,2020,5.79,17.23
95.11,2280,7.67,14.59
91.43,2432,-3.23,7.55
94.78,2215,9.25,15.46
92.13,2359,6.54,15.47
96.1,2638,-4.23,13.02
93.45,2333,5.35,17.64
99.11,2577,7.32,18.24
90.09,2254,12.5,13.41
91.84,1965,15.08,8.23
98.99,2254,19.91,9.71
94.63,2239,6.09,17.34
94.88,1999,19.53,8.21
93.95,1938,9.87,10.03
92.75,2418,9.1,18.73
89.27,2277,5.64,19.1
94.38,2467,17.85,8.84
93.99,2305,10.91,19.92
95.4,2029,18,6.62
97.81,2262,12.99,16.28
92.43,1978,15.63,2.52
96.05,2495,9.09,20.75
93.33,2244,7.09,17.29
97.3,2349,7.34,14.95
93.86,2154,11.71,11.42
92.97,2152,14.85,5.62
93.16,2242,2.88,18.22
90.13,2232,12.35,15.84
93.64,2201,15.03,14.5
92.75,2330,15.92,8.43
94.88,2486,7.79,14.72
93.02,2352,2.73,15.41
95.63,2173,14.55,10.54
88.91,2123,6.56,16.17
95.42,2571,4.6,20.2
94.61,2493,9.86,18.24
93.31,2415,8.51,16.89
92.71,2335,9.24,19.28
95.69,2248,11.64,14.34
93.45,2114,2.2,17.9
98.3,2314,-1.77,16.75
94.79,2449,7.26,15.86
92.28,2379,-0.53,16.91
90.3,1939,5,13.97
94.93,2517,14.2,14.33
91.59,2368,5.29,21.6
95.21,2229,4.74,17.88
97.41,2066,11.76,15.88
94.84,2383,4.84,18.37
92.25,2301,3.89,14.53
94.42,2133,15.19,12.59
94.97,2150,7.75,14.2
94.32,1923,8.95,12.94
93.14,2618,6.04,19.02
93.6,1877,14.84,7.72
95.81,2008,14.38,11.81
90.98,2161,5.98,17.07
96.28,2198,13.44,13.12
95.66,2072,7.38,9.02
86.62,1743,14.77,8.97
95.24,2281,12.51,14.13
98.08,2476,0.87,14.4
91.29,2062,13.48,11.83
95.33,2058,16.81,9.24
94.57,2224,13.57,6.88
92.62,1840,17.12,1.74
93.01,1662,8.55,13.33
95.31,2320,-0.38,16.58
89.45,2418,2.97,16.01
97.41,2135,17.21,5.15
91.16,2204,11.12,16.04
92.61,2073,0.9,14.45
91.78,2451,6.27,13.67
93.27,2531,11.51,19.21
87.03,2256,13.12,13.5
95.87,2212,12.21,12.8
96.27,2363,11.86,15.45
94.4,2564,5.04,16.81
93.09,2761,9.97,20.23
95.07,2191,9.89,20.08
95.99,2351,7.18,20.78
95.42,2201,8.2,18.17
93.86,2219,8.98,15.47
94.75,2294,11.41,17.73
97.07,2601,2.99,20.3
96.81,2121,12.88,12.26
94.92,2195,8.56,17.49
92.83,2047,6.78,14.78
92.69,2639,4.4,18.58
94.14,2270,4.68,15.32
93.97,2445,6.31,19.24
96,2253,4.81,19.33
96.83,2339,10.44,15.89
93.08,2342,2.32,15.42
95.54,2221,12.32,11.51
94.63,2212,4.18,18.77
93.33,2642,2.98,18.56
92.21,2007,12.05,11.71
92.43,2422,13.23,10.04
93.33,2339,13.88,13.25
93.93,2268,11.05,13.74
94.86,2280,9.49,11.41
92.5,2313,13.05,16.67
94.43,2304,4.68,14.91
95.82,2650,7.78,20.04
92.05,2060,4.7,14.89
94.52,2294,4.35,17.03
93.17,1746,16.83,0.58
92.14,2158,16.27,12
96.79,2270,15.74,6.94
93.71,2260,3,17.48
94.7,2200,14.83,15
97.1,2464,3.12,13.95
93.87,2639,4.86,18.37
92.72,2051,9.39,16.08
93.26,1867,15.79,10.13
93.28,2391,4,19.72
92.94,2427,10.44,16.95
91.4,2276,9.11,18.74
94.45,2422,4.38,16.69
94.95,2569,7.44,17.1
90.57,2225,9.59,1.11
94.83,2498,12.35,16.81
98.33,2289,1.1,17.97
95.09,2305,9.25,16.46
95.04,2278,8.41,17.37
94.72,2613,-2.57,9.97
92.64,2336,6.95,16.34
89.23,1874,13.97,12.41
96.04,2459,6.46,17.13
94.17,2265,5.72,19.02
94.96,2380,6.36,20.16
95.01,2149,15.33,13.95
95.12,2333,4.88,21.14
94.9,2195,8.37,16.57
96.6,2520,5.32,17.94
95.03,2249,-0.56,16.72
92.84,2236,10.94,16.04
93.64,2237,7.74,22.29
91.86,2295,9.85,17
98.76,2357,11.38,15.74
90.92,2042,0.81,20.05
94.77,2191,6.28,21.34
93.25,2015,16.79,7.34
95.13,2276,1.18,16.7
92.83,1995,13.8,12.5
95.83,2220,6.25,17.28
94.49,2617,5.9,14.59
89.74,2081,1.01,20.46
93.05,2215,5.35,19.87
96.35,2109,17.76,14.87
89.74,2032,13.5,10.45
88.07,2215,4.94,22.25
90.28,1856,13.65,8.26
97.62,2262,17.06,15.1
92.76,2078,9.54,16.27
92.56,2164,12.69,12.13
91.73,2143,14.03,15.12
93.75,2034,19.89,6.55
97.5,2581,6.48,17.15
100.62,2297,8.48,14.76
90.71,2071,9.22,17.17
99.19,2459,10.21,19.33
92.57,2205,15.41,10.1
95.35,2236,18.06,6.38
93.4,1879,16.79,9.86
94.19,2219,4.15,14.54
94.63,2420,1.36,14.52
98.07,2401,8.44,15.49
93.31,1948,7.93,14.53
90.15,2252,7.87,16.97
97.83,2231,19.78,5.04
94.52,2243,8.32,15.88
98.06,2351,6.5,17.41
92.66,2339,12.67,19.03
94.16,2067,13.7,15.61
96.4,2445,2.49,19.66
95.31,2220,15.42,8.53
93.56,2453,1.09,13.68
99.53,2178,14.59,9.18
96.05,2343,16.6,8.73
92.07,2017,18.11,5.05
95.11,2411,18.68,9.56
90.65,2323,2.99,15.34
92.64,2144,8.85,14.12
91.39,1991,9.95,13.61
90.43,2116,10.32,16.79
94.45,2380,15.22,12.12
93.89,1961,6.08,10.64
95.03,2347,13.02,11.69
95.03,2101,12.26,11.12
88.91,1900,7.28,14.37
93.5,2516,4.21,16.81
96.94,2462,7.36,18.79
91.54,2427,5.38,17.3
93.42,2254,5.01,17.75
90.95,2135,7.88,8.82
96.36,2466,4.41,13.12
93.27,2131,22.25,14.83
94.08,2307,7.94,13.4
93.99,3182,8.71,16.74
93.21,2345,9.7,17.54
89.13,2194,3.08,15.69
89.33,2220,5.22,21.04
94.19,2164,2.08,16.58
96.99,2398,6.02,19.81
95.36,2010,11.55,12.66
96.15,2123,11.64,14.2
88.54,2132,2.7,19.45
97.99,2495,7.33,17.3
92.87,2308,2.44,20.04
92.82,2145,5.37,16.99
93.29,2115,8.44,19.47
95,2337,12.71,15.36
94.81,2188,11.86,12.46
92.33,2405,8.28,18.44
95.7,2393,15.88,15
92.26,2484,5.28,9.96
94.28,NULL,13.46,20.38
95.55,2189,0.86,15.22
94.74,2385,12.83,16.21
92.22,2203,8.57,14.36
89.67,2525,1.98,18.22
97.95,2455,6.45,13.64
92.04,1981,10.58,16.07
96.34,2376,5.06,17.62
94.32,2121,14.71,10.94
93.45,2310,7.64,16.89
93.36,1937,13.04,7.43
96.28,2843,5.9,17.21
98.49,2473,6.16,17.44
92.22,2610,5.54,19.33
91.29,1985,16.58,-2.58
96.26,2165,14.41,13.16
95.53,2242,6.42,14.4
96.32,2326,11.2,13.17
96.58,2281,15.47,-0.86
94.5,2434,2.91,17.99
91.53,1939,10.97,7.12
94.26,2204,10.06,12.37
95.3,2388,8.9,17.16
95.24,2046,7.93,9.88
87.7,2194,3.34,20.92
97.4,2178,8.89,15.5
88.98,2228,0.39,17.25
97.21,2428,4.77,15.43
87.49,1940,6.65,18.51
91.4,2022,12.64,12.04
95.73,2761,9.85,19.01
92.54,2015,2.31,18.59
97.43,2065,18.09,7.94
97.42,2294,16.88,10.72
88.77,2333,7.61,16.56
92.61,1966,4.38,17.34
95.8,1736,7.52,13.67
93.7,2267,10.83,16.8
90.76,2409,9.06,17.4
92.99,2235,6.75,20.08
96.97,2204,11.21,16.5
90.59,2255,4.39,19.63
92.25,2126,13.6,9.93
92.52,2127,5.27,17.05
89.83,2043,15.38,5.92
96.98,1894,7.82,11.96
92.06,2273,15.92,12.04
93.26,2105,9.95,17.03
95.01,2045,4.69,15.34
96.58,2314,17.71,6.3
89.58,2005,5.14,17.79
91.57,2208,12.93,13.48
93.19,2229,7.73,14.92
96.73,2388,14.49,15
94.95,2486,11.68,19.02
95.87,2283,11.95,17.86
97.76,2210,15.38,7.61
93.61,2048,7.46,18.5
95.09,2623,14.36,19.78
94.95,2047,4.76,16.33
96.54,2095,10.74,16.86
89.81,2224,4.53,18.51
90.8,1972,8.5,15.23
92.03,2167,1.31,12.2
94.92,2353,5.31,20.68
91.23,2205,0.55,8.89
95.98,2215,12.28,11.93
91.72,2147,11.17,9.45
97.03,2498,7.42,14.54
94.18,1825,5.45,13.92
93.58,2100,15.41,13.22
93.26,2416,6.53,16.89
92.82,2265,12.01,15.38
94.27,2540,1.7,18.35
92.35,2291,10.77,8.72
96.59,2350,15.5,14.28
95.03,2816,3.34,8.58
75.29,1771,8.49,16.68
88.38,2084,16,10.9
96.03,2141,11.36,14.69
94.48,2181,14.12,9.38
92.12,2096,5.39,16.56
93.47,2123,6.56,16.03
94.27,2352,3.52,17.26
96.76,2364,4.89,14.43
95.12,2191,2.8,17.47
89.22,2155,18.91,8.27
93.53,2209,17.29,7.62
88.56,2069,16.89,9.52
92.71,2206,6.7,18.03
94.31,2114,6.78,15.82
91.73,2361,4.87,15.34
93.6,2372,8.85,18.13
94.77,1910,2.97,14.44
95.39,2569,2.25,15.65
92.62,2266,1.79,17.6
94.18,1672,7.53,7.51
94.06,2181,15.26,14.4
92,2281,14.35,15.69
93.43,1940,14.32,10.34
88.12,2122,14.03,12.55
94.61,2174,10.65,14.93
93.49,2257,9.14,16.9
94.75,2292,12.74,16.71
93.4,2252,15.8,10.91
90.65,2259,11.43,16.64
92.89,2163,5.21,14.04
90.17,2016,3.52,21.48
90.36,1923,13.51,9.84
94.84,2343,0.05,17.2
94.46,2243,4.88,5.49
95.69,2248,11.05,10.82
96.37,2027,8.13,15.47
96.06,2360,9.15,15
97.42,2571,6.71,16.64
94.31,2106,9.5,15.32
91.45,2364,4.2,13.88
96.61,1959,2.53,16.9
97.52,2497,4.42,13.93
89.82,1925,15.51,3.17
95.12,2195,5.99,21.32
94.17,2384,14.93,13.77
93.64,2068,11.36,16.26
89.74,2183,17.27,8.57
93.63,2332,-3.36,3.27
92.18,2393,8.03,15.73
93.43,2197,10.51,17.48
92.84,1820,15.72,-1.44
97.68,2423,6.19,17.36
94.32,2051,2.86,19.28
96.14,2557,3.95,18.99
94.47,1916,2.85,15.41
91.57,2145,16.21,8.06
91.75,2138,8.36,14.63
90.53,2029,2.29,16.28
96.91,2429,11.86,17.49
92.16,2374,7.01,1.65
93.48,2530,5.5,20.11
93.82,2123,16.9,6.81
93.72,2354,7.25,17.91
96.17,2372,9.05,16.93
93.77,2366,7.73,10.77
93.46,2131,9.28,12.6
92.38,2489,9.07,3.79
94.53,2942,6.97,21.92
95.29,2081,8.82,15.96
92.82,2268,14,11.75
98.15,2346,8.66,16.96
91.81,2125,1.62,20.57
93.76,2090,3.02,16.88
91.88,2214,3.61,15.02
94.78,2206,13.04,13.56
94,2238,14.29,15.8
89.78,1983,16.07,5.56
91.96,2346,6.95,18.34
93.48,2102,11.16,14.82
94.69,2653,-2.65,9.55
96.23,2488,5.25,18.62
91.23,2139,13.05,14.97
92.22,2355,2.13,18.8
93.01,2077,11.72,14.17
94.54,2351,10.9,17.98
97.68,1978,15.24,11.31
93.74,2491,9.36,19.95
94.22,2721,3.98,20.52
92.72,2373,6.31,17.95
93.52,2448,10.16,18.77
94.99,1842,12.86,13.95
93.51,2323,10.19,17.68
97.65,2469,12.62,14.33
95.73,2289,10.82,12.52
92.47,2049,16.39,8.89
94.26,2356,12.25,20.2
94.81,2295,5.28,12.09
95,2453,17.61,16.02
94.97,2234,4.02,19.76
90.95,2258,7,16.44
91.45,2422,15.34,15.16
91.43,1981,8.53,16.26
91.16,1959,6.19,15.04
90.05,2413,14.28,7.3
91.54,2193,5.56,13.45
93.61,2267,6.39,18.58
92.7,1912,14.55,0.75
94.09,2303,7.09,11.1
97.83,2168,4.91,17.05
93.24,2195,18.7,10.4
93.87,1880,1.08,15.82
92.46,2113,2.29,18.65
95.28,2182,14.37,14.34
98.5,2554,4.7,21.56
93.82,2499,8.68,17.64
90.59,2153,15.49,6.81
92.71,1989,3.54,13.01
92.8,2532,7.38,17.78
94.44,2196,9.67,15.2
95.75,2218,0.65,16.62
95.17,2161,10.54,13.67
91.28,2351,14.72,11.69
95.71,1932,5.7,13.15
94.85,2138,14.63,6.03
94.46,2040,15.49,11.95
95.26,2261,11.3,15.28
90.59,2276,11.02,18.26
92.07,2249,21.36,2.14
90.43,1879,5.45,11.33
92.34,2307,8.77,20.13
92.86,2279,10.94,9.02
94.28,1802,9.19,12.52
92.22,2204,6.65,20.76
93.27,2308,12.03,15.32
93.39,2287,1.45,17
93.41,2367,11.6,3.76
92.78,2067,5.74,13.97
96.13,2442,9.52,19.91
93.66,2406,8.74,19.11
90.13,2210,6.46,19.29
95.22,2213,6.28,19.35
87.89,2292,6.48,20.06
94.34,2035,7.62,16.29
94.21,2289,8.67,16.45
93.11,2373,4.9,22.83
95.12,2274,9.23,11.68
93.15,2108,14.5,9.43
95.89,2184,5.96,15.79
92.41,2366,0.93,11.13
94.47,2237,10.91,16.49
93.8,2389,7.06,17.77
93.97,2008,5.26,17.28
94.12,2048,7.9,15.34
95.93,2097,4.49,15.45
93.91,2269,8.92,16.45
87.55,2026,16.48,10.39
91.34,2111,-0.5,12.29
93.29,2548,9.41,13.51
97.33,2308,10.06,14.46
90.5,2273,16.02,8.72
90.27,2148,8.42,14.73
92.5,2399,6.33,20.2
93.89,2277,3.9,16.98
94.3,2384,5.35,12.79
92.75,2237,10.8,16.35
92.5,2349,5.85,19.39
95.31,1922,3.88,13.77
96.3,2322,6.07,16.5
95.83,2384,2.2,15
93.43,2296,10.4,14.64
94.91,2230,0.81,15.84
96.01,2214,12.52,16.32
97.7,2360,16.68,1.19
93.26,1987,7.34,14.72
92.19,1977,10.51,10.53
92.96,2315,16.64,3.99
92.28,2274,-0.28,21.76
97.86,2308,11.71,17.62
86.06,1805,13.94,12.26
92.88,1875,15.45,7.23
88.42,2121,10.35,19.31
97.64,2248,14.05,13.18
91.38,2056,7.3,15.74
87.54,1749,8.86,6.47
93.21,2328,19.27,9.66
87.05,1741,13.86,8.02
96.6,2393,10.54,14.83
95.65,2705,10.6,19.49
96.73,2163,6,17.38
93.2,1982,13.99,10.47
96.82,2142,20.35,4.98
95.98,2376,5.63,19.08
92.24,2343,13.1,12.09
93.66,2139,18.33,9.15
93.51,2400,16.85,11.3
94.35,2389,0.64,15.4
94.18,2294,13.35,17.84
93.69,2487,13.61,14.41
90.15,2243,12.78,9.49
94.83,2515,7.6,17.31
93.71,2457,0.6,9.03
94.73,2495,23.44,12.32
93.36,2081,2.82,17.88
100.08,2514,1.04,13.78
93.82,2087,8.21,16.03
94.39,2405,5.98,18.21
92.56,2304,6.86,17.12
94.4,2420,15.02,17.48
88.68,1900,13.65,8.74
94.32,2269,20.59,6.69
88.61,2059,14.44,14.26
86.32,1690,12.47,5.68
95.69,2429,7.85,17.26
93.84,2155,3.35,12.85
92.71,2135,16.28,11.91
94.46,2407,13.18,15.17
96.95,2302,13.61,13.94
86.21,1855,12.14,10.55
95.18,2297,15.78,9.11
95.25,2396,10.52,15.14
92.12,2109,4.29,20.38
97.42,2125,5.05,18.64
94.65,2356,18.25,8.91
97.02,2581,9.18,16.26
91.31,1924,14.63,8.83
93.9,2155,12.05,13.73
92.52,1965,18.78,4.29
94.11,2199,8.23,19.49
94.88,2543,9.55,18.88
95.39,2253,14.84,8.88
92.57,1996,8.43,13.99
97.39,2536,2.89,19.56
90.97,2087,5.3,15.35
94.03,2341,5.49,20.83
95.72,1943,3.91,9.14
87.09,2036,7.77,16.05
96.39,2219,11.23,7.71
92.16,2052,9.27,16.24
96.4,1940,17.68,7.92
95.16,2160,12.16,14.92
92.71,2245,9.55,14.74
94.56,2359,5.15,19.54
93.92,2225,10.24,17.37
94.83,2106,9.76,18.42
94.22,2390,2.3,17.94
98.54,2143,14.5,12.79
92.45,1998,13.54,9.15
94.54,2023,12.87,17.98
96.1,2287,5.95,12.17
89.98,2073,6.56,12.97
93.97,2558,0.59,16.66
95.06,2538,7.72,18.23
92.4,1982,10.59,12.38
95.19,2350,5.26,13.07
95.05,2142,0.47,15.61
93.87,2263,10.35,15.71
93.82,2501,10.41,20.74
93.68,2276,8.97,18.42
99.16,2468,14.76,12.71
93.52,2072,4.94,19.89
95.98,2309,3.65,11.2
84.51,2177,2.26,10.81
93.64,2094,10.41,14.43
98.9,2302,11.92,12.05
92.64,2008,16.97,3.09
93.44,2317,15.82,13.21
98.91,2225,12.7,12.86
94.13,2103,18.22,7.6
93.9,2254,7.56,19.58
90.28,2284,8.21,22.51
94.86,2461,5.03,18.02
93.51,2895,8.02,21
97.59,2389,16.81,6.91
96.89,2367,6.49,17.37
96.46,2396,10.61,16.1
92.49,2547,1.35,20.52
94.66,2075,10.34,15.15
95.62,2525,17.78,9.8
96.44,2439,7.02,18.67
94.91,2262,7.79,16.77
90.7,2672,-0.88,9.87
74.35,1837,2.95,17.7
95.96,2487,3.72,18.02
93.64,2335,4.87,18.62
94.69,2416,12.26,15.69
93.56,2127,6.75,9.59
94.89,2319,2.02,16.69
96.77,2464,9.82,18.22
85.66,1807,15.79,10.67
97.54,2431,7.87,20.76
93.68,2280,6.48,18.81
92.1,1996,11.54,7.72
91.82,2189,10.03,18.16
94.55,2392,5.57,16.75
97.52,2378,18.29,7.01
94.53,2358,8.67,15.92
92.12,2117,12.07,11.25
94.27,2409,6.65,19.7
97.19,2541,9,19.63
93.32,2339,3.19,13.52
90.93,2201,5.03,18.12
93.02,2020,6.09,13.02
94.54,2250,12.35,19.15
91.05,2379,6.28,17.14
97.54,2493,13.36,12.58
91.86,1963,10.48,9.39
95.75,2642,1.72,18.29
94.41,2090,10.55,13.56
95.82,1888,10.65,11.99
95.33,2009,15.87,10.93
92.89,2041,4.62,16.19
96.85,2034,14.85,14.68
94.82,2005,15.17,10.95
93.99,2227,3.07,14.03
98.39,2806,10.87,16.12
92.82,1988,17.76,-0.17
96.38,2567,12.05,10.89
91.25,2181,7.72,2.72
94.14,2382,10.05,16.21
94.6,2488,3.68,17.05
90.87,2046,15.81,4
94.71,2528,6.12,19.4
92.75,2384,7.33,20.3
92.07,2006,8.33,17.46
91.69,2273,3.85,17.77
94.58,2401,7.52,14.38
93.51,2226,0.88,16.73
92.28,NULL,10.35,14.5
93.01,2196,5.46,18.25
95.91,2606,6.98,19.74
94.41,2257,2.91,20.33
93.49,2070,13.17,-2.85
93.06,2199,13.88,17.63
97.22,2230,11.31,14.27
96.67,2605,9.8,20.71
95.01,1942,1.11,15.29
92.52,2161,20.58,9.56
92.3,2223,12.45,16.91
96.84,2158,5.33,11.35
96.33,2342,4.35,18.78
92.14,2278,7.39,17.19
85.14,1757,12.46,10.12
92.4,2132,12.85,11.68
87.16,2114,17.26,1.65
96.41,2342,18.94,1.8
94.9,2157,7.99,18.17
97.75,2532,8.94,18.29
96.38,2332,9.89,15.84
92.02,2359,6.19,17.52
96.26,2087,6.82,5.43
96.54,2450,2.46,16.73
93.7,2419,14.13,13.12
92.62,2373,1.98,17.88
90.83,2534,-0.47,8.29
91.53,2444,9.65,18.25
93.02,2277,16.56,13.15
93.73,2215,13.15,19.95
92.06,1893,16.19,8.64
92.48,2163,14.68,14.38
98.13,2363,0.7,12.72
97.73,2584,10.86,18.76
87.08,2007,9.28,12.49
94.11,2294,12.99,15.9
95.46,2316,14.9,13.89
92.83,2082,9.97,17.65
95.14,2424,1.84,16.79
95.35,2180,12.75,14.3
92.61,2356,5.84,20.32
95.26,2412,7.93,23.58
95.2,2224,8.17,16.81
94.71,2213,10.34,16.89
93.07,2094,7.41,16.78
93.12,2539,6.58,20.75
91.58,2321,6.07,18.26
88.16,2124,16.15,11
90.32,2016,4.89,16.73
94.11,2408,2.61,17.67
100.51,2555,12.64,16.72
94.38,2247,12.7,17.63
96.48,2040,10.79,14.79
93.37,2328,9.77,16.83
94.86,2264,4.8,10.96
95.18,2098,2.53,18.4
92.27,2197,15.57,7.37
92.57,2255,12.12,19.18
97.81,2325,17.32,13.04
95.56,2400,7.25,16.24
93.28,2243,17.44,13.59
88.15,2219,12.43,15.47
98.28,2126,7.42,17.22
87.72,2180,7.3,18.71
91.22,2269,9.74,16.19
86.64,1819,10.99,13.94
95.44,2331,9.45,17.72
95.47,2258,14.04,8.08
94.79,2255,14.71,13.91
99.83,2587,6.38,16.86
93.59,2364,12.72,13.6
96.64,2386,12.27,13.74
95.1,1920,17.6,13.45
92.44,2529,7.61,22.72
94.19,2322,2.87,19.24
94.43,2110,15.5,6.41
97.03,1937,11.26,15.32
93.62,2307,4.95,15.91
91.51,2362,16.85,11.62
93.79,2330,5.06,19.85
91.17,2093,5.73,16.09
90.1,2121,0.64,18.64
92.81,2175,17.9,14.36
94.04,2104,11.84,11.49
94.96,2492,4.27,19.67
94.98,2174,12.38,14.31
91.8,2096,16.29,8.11
93.72,2295,16.3,12.54
97.98,2271,9.33,14.03
90.12,2237,7.37,19.66
90.69,2567,8.48,17.47
93.36,1984,14.59,3.84
92.87,2352,3.76,17.04
92.89,1900,12.96,7.7
85.9,1993,13.97,11.14
95.56,2441,3.61,19.91
93.35,2312,17.95,6.34
91.64,1946,7.98,15.8
98.09,1983,13.33,7.26
93.4,2217,14.55,14.24
96.69,2018,12.83,14.56
94.97,2431,6.66,16.23
98.06,2633,3.38,20.68
92.92,1867,16.88,8.25
92.85,2600,3.32,16.32
94.15,2300,-4.45,6.36
